Position;Title;Publ_year
1758;Виктор Драгунский. Денискины рассказы/ Не хуже вас, цирковых (1963) ;1963
1759;Виктор Драгунский. Денискины рассказы/ Не хуже вас, цирковых (1963) ;1963
1760;Виктор Драгунский. Денискины рассказы/ Не хуже вас, цирковых (1963) ;1963
1761;Виктор Драгунский. Денискины рассказы/ Не хуже вас, цирковых (1963) ;1963
1762;И. А. Ефремов. Лезвие бритвы (1959-1963) ;1959
1763;И. А. Ефремов. Лезвие бритвы (1959-1963) ;1959
1764;И. А. Ефремов. Лезвие бритвы (1959-1963) ;1959
1765;И. А. Ефремов. Лезвие бритвы (1959-1963) ;1959
1766;И. А. Ефремов. Лезвие бритвы (1959-1963) ;1959
1767;И. А. Ефремов. Лезвие бритвы (1959-1963) ;1959
1768;И. А. Ефремов. Лезвие бритвы (1959-1963) ;1959
1769;И. А. Ефремов. Лезвие бритвы (1959-1963) ;1959
1770;И. А. Ефремов. Лезвие бритвы (1959-1963) ;1959
1771;И. А. Ефремов. Лезвие бритвы (1959-1963) ;1959
1772;А. И. Мусатов. Зелёный шум (1963) ;1963
1773;А. И. Мусатов. Зелёный шум (1963) ;1963
1774;А. И. Мусатов. Зелёный шум (1963) ;1963
1775;А. И. Мусатов. Зелёный шум (1963) ;1963
1776;Георгий Семенов. Приезд сына (1963) ;1963
1777;Аркадий Стругацкий, Борис Стругацкий. Трудно быть богом (1963) ;1963
1778;Василий Аксенов. Апельсины из Марокко (1962) ;1962
1779;Василий Аксенов. Апельсины из Марокко (1962) ;1962
1780;Василий Аксенов. Апельсины из Марокко (1962) ;1962
1781;Василий Аксенов. Апельсины из Марокко (1962) ;1962
1782;Василий Аксенов. Апельсины из Марокко (1962) ;1962
1783;Василий Аксенов. Коллеги (1962) ;1962
1784;Василий Аксенов. Коллеги (1962) ;1962
1785;Василий Аксенов. Коллеги (1962) ;1962
1786;Василий Аксенов. Коллеги (1962) ;1962
1787;Марта Баранова, Евгений Велтистов. Тяпа, Борька и ракета (1962) ;1962
1788;Константин Воробьев. Крик (1962) ;1962
1789;Константин Воробьев. Крик (1962) ;1962
1790;Даниил Гранин. Иду на грозу (1962) ;1962
1791;Даниил Гранин. Иду на грозу (1962) ;1962
1792;Даниил Гранин. Иду на грозу (1962) ;1962
1793;Даниил Гранин. Иду на грозу (1962) ;1962
1794;Даниил Гранин. Иду на грозу (1962) ;1962
1795;Даниил Гранин. Иду на грозу (1962) ;1962
1796;Даниил Гранин. Иду на грозу (1962) ;1962
1797;Даниил Гранин. Иду на грозу (1962) ;1962
1798;Даниил Гранин. Иду на грозу (1962) ;1962
1799;Даниил Гранин. Иду на грозу (1962) ;1962
1800;Рид Грачев. Адамчик (1962) ;1962
1801;Рид Грачев. Адамчик (1962) ;1962
1802;Л. Р. Кабо. Повесть о Борисе Беклешове (1962) ;1962
1803;Л. Р. Кабо. Повесть о Борисе Беклешове (1962) ;1962
1804;Л. Р. Кабо. Повесть о Борисе Беклешове (1962) ;1962
1805;Л. Р. Кабо. Повесть о Борисе Беклешове (1962) ;1962
1806;Юрий Казаков. Адам и Ева (1962) ;1962
1807;Михаил Александров. Боевой паренек // «Огонек», 1961 ;1961
1808;Г. Я. Бакланов. Мертвые сраму не имут (1961) ;1961
1809;Г. Я. Бакланов. Мертвые сраму не имут (1961) ;1961
1810;Георгий Владимов. Большая руда (1961) ;1961
1811;Юрий Герман. Дорогой мой человек (1961) ;1961
1812;Юрий Герман. Дорогой мой человек (1961) ;1961
1813;Юрий Герман. Дорогой мой человек (1961) ;1961
1814;Юрий Герман. Дорогой мой человек (1961) ;1961
1815;В. А. Каверин. Семь пар нечистых (1961) ;1961
1816;Сергей Никитин. Оброк (1961) ;1961
1817;А. И. Делианич. Вольфсберг-373 (1945-1960) ;1945
1818;А. И. Делианич. Вольфсберг-373 (1945-1960) ;1945
1819;Э. Г. Казакевич. При свете дня (1960) ;1960
1820;Анатолий Мариенгоф. Мой век, мои друзья и подруги (1956-1960) ;1956
1821;И. Меттер. Мухтар (1960) ;1960
1822;И. Меттер. Мухтар (1960) ;1960
1823;И. Меттер. Мухтар (1960) ;1960
1824;А. И. Мусатов. Земля молодая (1960) ;1960
1825;А. И. Мусатов. Земля молодая (1960) ;1960
1826;А. И. Мусатов. Земля молодая (1960) ;1960
1827;А. И. Мусатов. Земля молодая (1960) ;1960
1828;Василий Шукшин. Экзамен (1960) ;1960
1829;Г. Я. Бакланов. Пядь земли (1959) ;1959
1830;А. П. Ладинский. В дни Каракаллы (1959) ;1959
1831;А. П. Ладинский. В дни Каракаллы (1959) ;1959
1832;Л. М. Леонов. Вор. Части 1-2 (1927) ;1927
1833;Л. М. Леонов. Вор. Части 1-2 (1927) ;1927
1834;Л. М. Леонов. Вор. Части 1-2 (1927) ;1927
1835;Л. М. Леонов. Вор. Части 1-2 (1927) ;1927
1836;Л. М. Леонов. Вор. Части 1-2 (1927) ;1927
1837;Л. М. Леонов. Вор. Части 1-2 (1927) ;1927
1838;Л. М. Леонов. Вор. Часть 3 (1927) ;1927
1839;Л. М. Леонов. Вор. Часть 3 (1927) ;1927
1840;Валентина Осеева. Динка (1959) ;1959
1841;Валентина Осеева. Динка (1959) ;1959
1842;Валентина Осеева. Динка (1959) ;1959
1843;Валентина Осеева. Динка (1959) ;1959
1844;Валентина Осеева. Динка (1959) ;1959
1845;Валентина Осеева. Динка (1959) ;1959
1846;Валентина Осеева. Динка (1959) ;1959
1847;Константин Симонов. Живые и мертвые (1955-1959) ;1955
1848;Константин Симонов. Живые и мертвые (1955-1959) ;1955
1849;Аркадий Стругацкий, Борис Стругацкий. Путь на Амальтею (1959) ;1959
1850;Николай Тихонов. Лампочка // «Огонек». № 27, 1959 ;1959
1851;Николай Тихонов. Лампочка // «Огонек». № 27, 1959 ;1959
1852;Ю. В. Трифонов. Последняя охота (1959) ;1959
1853;М. А. Шолохов. Поднятая целина. Книга 2 (1959) ;1959
1854;М. А. Шолохов. Поднятая целина. Книга 2 (1959) ;1959
1855;М. А. Шолохов. Поднятая целина. Книга 2 (1959) ;1959
1856;М. А. Шолохов. Поднятая целина. Книга 2 (1959) ;1959
1857;М. А. Шолохов. Поднятая целина. Книга 2 (1959) ;1959
1858;М. А. Шолохов. Поднятая целина. Книга 2 (1959) ;1959
1859;М. А. Шолохов. Поднятая целина. Книга 2 (1959) ;1959
1860;М. А. Шолохов. Поднятая целина. Книга 2 (1959) ;1959
1861;М. А. Шолохов. Поднятая целина. Книга 2 (1959) ;1959
1862;М. А. Шолохов. Поднятая целина. Книга 2 (1959) ;1959
1863;Федор Абрамов. Братья и сестры (1958) ;1958
1864;Федор Абрамов. Братья и сестры (1958) ;1958
1865;Федор Абрамов. Братья и сестры (1958) ;1958
1866;Федор Абрамов. Братья и сестры (1958) ;1958
1867;Федор Абрамов. Братья и сестры (1958) ;1958
1868;Федор Абрамов. Братья и сестры (1958) ;1958
1869;Федор Абрамов. Братья и сестры (1958) ;1958
1870;Федор Абрамов. Братья и сестры (1958) ;1958
1871;Федор Абрамов. Братья и сестры (1958) ;1958
1872;Федор Абрамов. Братья и сестры (1958) ;1958
1873;В. В. Бианки. Лесные были и небылицы (1923-1958) ;1923
1874;В. В. Бианки. Лесные были и небылицы (1923-1958) ;1923
1875;А. И. Мусатов. Клава Назарова (1958) ;1958
1876;А. И. Мусатов. Клава Назарова (1958) ;1958
1877;А. И. Мусатов. Клава Назарова (1958) ;1958
1878;А. И. Мусатов. Клава Назарова (1958) ;1958
1879;Г. Я. Бакланов. Южнее главного удара (1957) ;1957
1880;Г. Я. Бакланов. Южнее главного удара (1957) ;1957
1881;Г. Я. Бакланов. Южнее главного удара (1957) ;1957
1882;Г. Я. Бакланов. Южнее главного удара (1957) ;1957
1883;Г. Я. Бакланов. Южнее главного удара (1957) ;1957
1884;Г. Я. Бакланов. Южнее главного удара (1957) ;1957
1885;В. П. Катаев. Порт (1957) ;1957
1886;Борис Можаев. Саня (1957) ;1957
1887;Борис Можаев. Саня (1957) ;1957
1888;Борис Можаев. Саня (1957) ;1957
1889;А. И. Мусатов. Большая весна (1957) ;1957
1890;А. И. Мусатов. Большая весна (1957) ;1957
1891;А. И. Мусатов. Большая весна (1957) ;1957
1892;А. И. Мусатов. Большая весна (1957) ;1957
1893;В. А. Солоухин. Владимирские просёлки (1956-1957) ;1956
1894;Аркадий Стругацкий, Борис Стругацкий. Страна багровых туч (1952-1957) ;1952
1895;Аркадий Стругацкий, Борис Стругацкий. Страна багровых туч (1952-1957) ;1952
1896;А. А. Бек. Талант (Жизнь Бережкова) / Части 1-3 (1940-1956) ;1940
1897;А. А. Бек. Талант (Жизнь Бережкова) / Части 1-3 (1940-1956) ;1940
1898;А. А. Бек. Талант (Жизнь Бережкова) / Части 1-3 (1940-1956) ;1940
1899;А. А. Бек. Талант (Жизнь Бережкова) / Части 1-3 (1940-1956) ;1940
1900;А. А. Бек. Талант (Жизнь Бережкова) / Части 1-3 (1940-1956) ;1940
1901;А. А. Бек. Талант (Жизнь Бережкова) / Части 4-6 (1940-1956) ;1940
1902;А. А. Бек. Талант (Жизнь Бережкова) / Части 4-6 (1940-1956) ;1940
1903;С. Даскалов. Над картой Родины // «Крестьянка», 1956 ;1956
1904;Ю. Домбровский. Рождение мыши (1951-1956) ;1951
1905;Ю. Домбровский. Рождение мыши (1951-1956) ;1951
1906;Ю. Домбровский. Рождение мыши (1951-1956) ;1951
1907;Ю. Домбровский. Рождение мыши (1951-1956) ;1951
1908;Владимир Дудинцев. Не хлебом единым (1956) ;1956
1909;В. А. Каверин. Открытая книга (1949-1956) ;1949
1910;В. А. Каверин. Открытая книга (1949-1956) ;1949
1911;В. А. Каверин. Открытая книга (1949-1956) ;1949
1912;Г. Калиновский. Двадцать третий капитан // «Огонек». № 49, 1956 ;1956
1913;В. Кривенченко. Первые шаги // «Крестьянка», 1956 ;1956
1914;К. Г. Паустовский. Повесть о жизни. Начало неведомого века (1956) ;1956
1915;К. Г. Паустовский. Повесть о жизни. Начало неведомого века (1956) ;1956
1916;К. Г. Паустовский. Повесть о жизни. Начало неведомого века (1956) ;1956
1917;Анатолий Рыбаков. Бронзовая птица (1955-1956) ;1955
1918;Анатолий Рыбаков. Бронзовая птица (1955-1956) ;1955
1919;И. Ф. Стаднюк. Ключи от неба (1956) ;1956
1920;Николай Тихонов. Белое чудо // «Огонек». №№ 18, 23, 1956 ;1956
1921;Л. Н. Волынский. Первый комбат (1955) ;1955
1922;Лазарь Лагин. Старик Хоттабыч (1955) ;1955
1923;Лазарь Лагин. Старик Хоттабыч (1955) ;1955
1924;Лазарь Лагин. Старик Хоттабыч (1955) ;1955
1925;Лазарь Лагин. Старик Хоттабыч (1955) ;1955
1926;Лазарь Лагин. Старик Хоттабыч (1955) ;1955
1927;Лазарь Лагин. Старик Хоттабыч (1955) ;1955
1928;В. Ф. Панова. Сережа (1955) ;1955
1929;К. Г. Паустовский. Золотая роза (1955) ;1955
1930;Владимир Смоленский. Воспоминания (1955) ;1955
1931;Даниил Гранин. Искатели (1954) ;1954
1932;Даниил Гранин. Искатели (1954) ;1954
1933;Даниил Гранин. Искатели (1954) ;1954
1934;К. Г. Паустовский. Повесть о жизни. Беспокойная юность (1954) ;1954
1935;К. Г. Паустовский. Повесть о жизни. Беспокойная юность (1954) ;1954
1936;К. Г. Паустовский. Повесть о жизни. Беспокойная юность (1954) ;1954
1937;Владимир Тендряков. Не ко двору (1954) ;1954
1938;Владимир Тендряков. Не ко двору (1954) ;1954
1939;М. С. Шагинян. Месс-Менд, или Янки в Петрограде (1923-1924) ;1923
1940;М. С. Шагинян. Месс-Менд, или Янки в Петрограде (1923-1924) ;1923
1941;М. С. Шагинян. Месс-Менд, или Янки в Петрограде (1923-1924) ;1923
1942;М. С. Шагинян. Месс-Менд, или Янки в Петрограде (1923-1924) ;1923
1943;М. С. Шагинян. Месс-Менд, или Янки в Петрограде (1923-1924) ;1923
1944;М. С. Шагинян. Месс-Менд, или Янки в Петрограде (1923-1924) ;1923
1945;М. С. Шагинян. Месс-Менд, или Янки в Петрограде (1923-1924) ;1923
1946;Л. М. Леонов. Русский лес (1950-1953) ;1950
1947;Л. М. Леонов. Русский лес (1950-1953) ;1950
1948;В. Ф. Панова. Времена года. Из летописей города Энска (1953) ;1953
1949;И. С. Соколов-Микитов. Детство (1929-1953) ;1929
1950;А. Т. Твардовский. Из рабочих тетрадей (1953) // «Знамя», 1989 ;1953
1951;Михаил Бубеннов. Белая береза / части 1-2 (1942-1952) ;1942
1952;Михаил Бубеннов. Белая береза / части 1-2 (1942-1952) ;1942
1953;Михаил Бубеннов. Белая береза / части 1-2 (1942-1952) ;1942
1954;Михаил Бубеннов. Белая береза / части 3-6 (1942-1952) ;1942
1955;Михаил Бубеннов. Белая береза / части 3-6 (1942-1952) ;1942
1956;Ю. П. Герман. Россия молодая. Часть вторая (1952) ;1952
1957;Ю. П. Герман. Россия молодая. Часть вторая (1952) ;1952
1958;Ю. П. Герман. Россия молодая. Часть первая (1952) ;1952
1959;Ю. П. Герман. Россия молодая. Часть первая (1952) ;1952
1960;Ю. П. Герман. Россия молодая. Часть первая (1952) ;1952
1961;Ю. П. Герман. Россия молодая. Часть первая (1952) ;1952
1962;Ю. П. Герман. Россия молодая. Часть первая (1952) ;1952
1963;Ю. П. Герман. Россия молодая. Часть первая (1952) ;1952
1964;Ю. П. Герман. Россия молодая. Часть первая (1952) ;1952
1965;Ю. П. Герман. Россия молодая. Часть первая (1952) ;1952
1966;Ю. П. Герман. Россия молодая. Часть первая (1952) ;1952
1967;Ю. П. Герман. Россия молодая. Часть первая (1952) ;1952
1968;Р. Б. Гуль. Конь рыжий (1952) ;1952
1969;Р. Б. Гуль. Конь рыжий (1952) ;1952
1970;Р. Б. Гуль. Конь рыжий (1952) ;1952
1971;Р. Б. Гуль. Конь рыжий (1952) ;1952
1972;Юрий Елагин. Укрощение искусств (1952) ;1952
1973;Юрий Елагин. Укрощение искусств (1952) ;1952
1974;Виталий Губарев. Королевство кривых зеркал (1951) ;1951
1975;А. А. Фадеев. Молодая гвардия (1943-1951) ;1943
1976;А. А. Фадеев. Молодая гвардия (1943-1951) ;1943
1977;А. А. Фадеев. Молодая гвардия (1943-1951) ;1943
1978;А. А. Фадеев. Молодая гвардия (1943-1951) ;1943
1979;А. А. Фадеев. Молодая гвардия (1943-1951) ;1943
1980;А. А. Фадеев. Молодая гвардия (1943-1951) ;1943
1981;А. А. Фадеев. Молодая гвардия (1943-1951) ;1943
1982;А. А. Фадеев. Молодая гвардия (1943-1951) ;1943
1983;А. А. Фадеев. Молодая гвардия (1943-1951) ;1943
1984;А. А. Фадеев. Молодая гвардия (1943-1951) ;1943
1985;Роберт Штильмарк. Наследник из Калькутты (1950-1951) ;1950
1986;Роберт Штильмарк. Наследник из Калькутты (1950-1951) ;1950
1987;Н. Ф. Гильярди. Борис Сафонов (1950) ;1950
1988;Н. Н. Шпанов. Личное счастье Нила Кручинина (1935-1950) ;1935
1989;Н. Н. Шпанов. Старая тетрадь (1935-1950) ;1935
1990;Н. Н. Шпанов. Старая тетрадь (1935-1950) ;1935
1991;Н. Н. Шпанов. Старая тетрадь (1935-1950) ;1935
1992;Н. Н. Шпанов. Ученик чародея (1935-1950) ;1935
1993;Н. Н. Шпанов. Ученик чародея (1935-1950) ;1935
1994;Н. Н. Шпанов. Ученик чародея (1935-1950) ;1935
1995;Н. Н. Шпанов. Ученик чародея (1935-1950) ;1935
1996;Н. Н. Шпанов. Ученик чародея (1935-1950) ;1935
1997;Н. Н. Шпанов. Ученик чародея (1935-1950) ;1935
1998;Василий Катанян. Лоскутное одеяло (1943-1949) ;1943
1999;Николай Носов. Веселая семейка (1949) ;1949
2000;В. Ф. Панова. Ясный берег (1949) ;1949
2001;В. Ф. Панова. Ясный берег (1949) ;1949
2002;Е. А. Гагарин. Советский принц (1933-1948) // «Новая Юность», 2002 ;1933
2003;Ф. В. Гладков. Повесть о детстве (1948) ;1948
2004;Ф. В. Гладков. Повесть о детстве (1948) ;1948
2005;Ф. В. Гладков. Повесть о детстве (1948) ;1948
2006;Ф. В. Гладков. Повесть о детстве (1948) ;1948
2007;Ф. В. Гладков. Повесть о детстве (1948) ;1948
2008;Ф. В. Гладков. Повесть о детстве (1948) ;1948
2009;Ф. В. Гладков. Повесть о детстве (1948) ;1948
2010;Ф. В. Гладков. Повесть о детстве (1948) ;1948
2011;Ф. В. Гладков. Повесть о детстве (1948) ;1948
2012;Ф. В. Гладков. Повесть о детстве (1948) ;1948
2013;Г. М. Марков. Строговы. Кн. 1 (1936-1948) ;1936
2014;Г. М. Марков. Строговы. Кн. 2 (1936-1948) ;1936
2015;Г. М. Марков. Строговы. Кн. 2 (1936-1948) ;1936
2016;Г. М. Марков. Строговы. Кн. 2 (1936-1948) ;1936
2017;Г. М. Марков. Строговы. Кн. 2 (1936-1948) ;1936
2018;Г. М. Марков. Строговы. Кн. 2 (1936-1948) ;1936
2019;Д. Н. Медведев. Сильные духом (Это было под Ровно) (1948) ;1948
2020;А. И. Мусатов. Стожары (1948) ;1948
2021;А. И. Мусатов. Стожары (1948) ;1948
2022;А. И. Мусатов. Стожары (1948) ;1948
2023;А. И. Мусатов. Стожары (1948) ;1948
2024;А. И. Мусатов. Стожары (1948) ;1948
2025;А. И. Мусатов. Стожары (1948) ;1948
2026;А. И. Мусатов. Стожары (1948) ;1948
2027;Анатолий Рыбаков. Кортик (1946-1948) ;1946
2028;Анатолий Рыбаков. Кортик (1946-1948) ;1946
2029;Анатолий Рыбаков. Кортик (1946-1948) ;1946
2030;Анатолий Рыбаков. Кортик (1946-1948) ;1946
2031;Анатолий Рыбаков. Кортик (1946-1948) ;1946
2032;С. Вишенков. Испытатели (1947) ;1947
2033;С. Вишенков. Испытатели (1947) ;1947
2034;В. Ф. Панова. Кружилиха. Роман (1947) ;1947
2035;В. Ф. Панова. Кружилиха. Роман (1947) ;1947
2036;М. А. Алданов. Истоки. Части 1-8 (1942-1946) ;1942
2037;М. А. Алданов. Истоки. Части 9-17 (1942-1946) ;1942
2038;И. А. Ефремов. На краю Ойкумены (1945-1946) ;1945
2039;И. А. Ефремов. На краю Ойкумены (1945-1946) ;1945
2040;В. П. Катаев. Виадук (1946) ;1946
2041;Виктор Некрасов. В окопах Сталинграда (1946) ;1946
2042;Виктор Некрасов. В окопах Сталинграда (1946) ;1946
2043;К. Г. Паустовский. Книга о жизни. Далекие годы (1946) ;1946
2044;К. Г. Паустовский. Книга о жизни. Далекие годы (1946) ;1946
2045;О. Д. Форш. Михайловский замок (1946) ;1946
2046;О. Д. Форш. Михайловский замок (1946) ;1946
2047;О. Д. Форш. Михайловский замок (1946) ;1946
2048;О. Д. Форш. Михайловский замок (1946) ;1946
2049;Б. Л. Горбатов. Дорога на Берлин (1945) ;1945
2050;К. А. Федин. Первые радости (1943-1945) ;1943
2051;К. А. Федин. Первые радости (1943-1945) ;1943
2052;К. А. Федин. Первые радости (1943-1945) ;1943
2053;В. Я. Шишков. Емельян Пугачев. Книга вторая. Ч. 1-2 (1939-1945) ;1939
2054;В. Я. Шишков. Емельян Пугачев. Книга вторая. Ч. 1-2 (1939-1945) ;1939
2055;В. Я. Шишков. Емельян Пугачев. Книга вторая. Ч. 1-2 (1939-1945) ;1939
2056;В. Я. Шишков. Емельян Пугачев. Книга вторая. Ч. 1-2 (1939-1945) ;1939
2057;В. Я. Шишков. Емельян Пугачев. Книга вторая. Ч. 1-2 (1939-1945) ;1939
2058;В. Я. Шишков. Емельян Пугачев. Книга вторая. Ч. 1-2 (1939-1945) ;1939
2059;В. Я. Шишков. Емельян Пугачев. Книга вторая. Ч. 1-2 (1939-1945) ;1939
2060;В. Я. Шишков. Емельян Пугачев. Книга вторая. Ч. 1-2 (1939-1945) ;1939
2061;В. Я. Шишков. Емельян Пугачев. Книга вторая. Ч. 1-2 (1939-1945) ;1939
2062;В. Я. Шишков. Емельян Пугачев. Книга вторая. Ч. 1-2 (1939-1945) ;1939
2063;В. Я. Шишков. Емельян Пугачев. Книга вторая. Ч. 3 (1939-1945) ;1939
2064;В. Я. Шишков. Емельян Пугачев. Книга вторая. Ч. 3 (1939-1945) ;1939
2065;В. Я. Шишков. Емельян Пугачев. Книга вторая. Ч. 3 (1939-1945) ;1939
2066;В. Я. Шишков. Емельян Пугачев. Книга вторая. Ч. 3 (1939-1945) ;1939
2067;В. Я. Шишков. Емельян Пугачев. Книга третья. Ч. 1 (1934-1945) ;1934
2068;В. Я. Шишков. Емельян Пугачев. Книга третья. Ч. 1 (1934-1945) ;1934
2069;В. Я. Шишков. Емельян Пугачев. Книга третья. Ч. 1 (1934-1945) ;1934
2070;В. Я. Шишков. Емельян Пугачев. Книга третья. Ч. 2 (1934-1945) ;1934
2071;В. Я. Шишков. Емельян Пугачев. Книга третья. Ч. 2 (1934-1945) ;1934
2072;В. Я. Шишков. Емельян Пугачев. Книга третья. Ч. 2 (1934-1945) ;1934
2073;И. А. Ефремов. Последний марсель (1944) ;1944
2074;И. А. Ефремов. Тень минувшего (1944) ;1944
2075;Р. В. Иванов-Разумник. Тюрьмы и ссылки (1934-1944) ;1934
2076;Вениамин Каверин. Два капитана (1938-1944) ;1938
2077;В. П. Катаев. Сын полка (1944) ;1944
2078;А. Н. Толстой. Петр Первый. Книга третья (1944) ;1944
2079;Б. Л. Горбатов. Непокоренные (1943) ;1943
2080;Б. Л. Горбатов. Непокоренные (1943) ;1943
2081;И. А. Ефремов. Голец подлунный (1942-1943) ;1942
2082;И. А. Ефремов. Голец подлунный (1942-1943) ;1942
2083;Аверичева С. П.. Дневник (1943) ;1943
2084;Ю. Н. Тынянов. Пушкин (1935-1943) ;1935
2085;Ю. Н. Тынянов. Пушкин (1935-1943) ;1935
2086;Ю. Н. Тынянов. Пушкин (1935-1943) ;1935
2087;Ю. Н. Тынянов. Пушкин (1935-1943) ;1935
2088;Ю. Н. Тынянов. Пушкин (1935-1943) ;1935
2089;М. А. Осоргин. Времена (1942) ;1942
2090;Е. П. Петров. Фронтовой дневник (1941-1942) ;1941
2091;Е. П. Петров. Фронтовой дневник (1941-1942) ;1941
2092;Б. С. Житков. Виктор Вавич. Книга вторая (1941) ;1941
2093;Б. С. Житков. Виктор Вавич. Книга вторая (1941) ;1941
2094;Б. С. Житков. Виктор Вавич. Книга вторая (1941) ;1941
2095;Б. С. Житков. Виктор Вавич. Книга первая (1941) ;1941
2096;Б. С. Житков. Виктор Вавич. Книга первая (1941) ;1941
2097;Б. С. Житков. Виктор Вавич. Книга первая (1941) ;1941
2098;В. Осьминожкин. Приключения чижа и попугая // «Чиж», 1941 ;1941
2099;А. Н. Толстой. Хождение по мукам/ Книга третья. Хмурое утро (1941) ;1941
2100;А. Н. Толстой. Хождение по мукам/ Книга третья. Хмурое утро (1941) ;1941
2101;А. Н. Толстой. Хождение по мукам/ Книга третья. Хмурое утро (1941) ;1941
2102;А. Н. Толстой. Хождение по мукам/ Книга третья. Хмурое утро (1941) ;1941
2103;А. Н. Толстой. Хождение по мукам/ Книга третья. Хмурое утро (1941) ;1941
2104;В. П. Беляев. Старая крепость (1937-1940) ;1937
2105;В. П. Беляев. Старая крепость (1937-1940) ;1937
2106;В. П. Беляев. Старая крепость (1937-1940) ;1937
2107;В. П. Беляев. Старая крепость (1937-1940) ;1937
2108;В. П. Беляев. Старая крепость (1937-1940) ;1937
2109;В. П. Беляев. Старая крепость (1937-1940) ;1937
2110;В. П. Беляев. Старая крепость (1937-1940) ;1937
2111;В. П. Беляев. Старая крепость (1937-1940) ;1937
2112;В. П. Беляев. Старая крепость (1937-1940) ;1937
2113;М. А. Шолохов. Тихий Дон. Книга вторая (1928-1940) ;1928
2114;М. А. Шолохов. Тихий Дон. Книга первая (1928-1940) ;1928
2115;М. А. Шолохов. Тихий Дон. Книга первая (1928-1940) ;1928
2116;М. А. Шолохов. Тихий Дон. Книга первая (1928-1940) ;1928
2117;М. А. Шолохов. Тихий Дон. Книга третья (1928-1940) ;1928
2118;М. А. Шолохов. Тихий Дон. Книга третья (1928-1940) ;1928
2119;М. А. Шолохов. Тихий Дон. Книга третья (1928-1940) ;1928
2120;М. А. Шолохов. Тихий Дон. Книга третья (1928-1940) ;1928
2121;М. А. Шолохов. Тихий Дон. Книга четвёртая (1928-1940) ;1928
2122;М. А. Шолохов. Тихий Дон. Книга четвёртая (1928-1940) ;1928
2123;М. А. Шолохов. Тихий Дон. Книга четвёртая (1928-1940) ;1928
2124;М. А. Шолохов. Тихий Дон. Книга четвёртая (1928-1940) ;1928
2125;М. А. Шолохов. Тихий Дон. Книга четвёртая (1928-1940) ;1928
2126;М. А. Шолохов. Тихий Дон. Книга четвёртая (1928-1940) ;1928
2127;М. А. Шолохов. Тихий Дон. Книга четвёртая (1928-1940) ;1928
2128;М. А. Шолохов. Тихий Дон. Книга четвёртая (1928-1940) ;1928
2129;М. А. Шолохов. Тихий Дон. Книга четвёртая (1928-1940) ;1928
2130;М. А. Шолохов. Тихий Дон. Книга четвёртая (1928-1940) ;1928
2131;Иван Александров, Глеб Григорьев. Курако (1939) ;1939
2132;П. П. Бажов. Зеленая кобылка (1939) ;1939
2133;П. П. Бажов. Зеленая кобылка (1939) ;1939
2134;А. М. Волков. Волшебник Изумрудного города (1939) ;1939
2135;А. М. Волков. Волшебник Изумрудного города (1939) ;1939
2136;А. М. Волков. Волшебник Изумрудного города (1939) ;1939
2137;С. Т. Григорьев. Александр Суворов (1939) ;1939
2138;С. Т. Григорьев. Александр Суворов (1939) ;1939
2139;С. Т. Григорьев. Александр Суворов (1939) ;1939
2140;С. Т. Григорьев. Александр Суворов (1939) ;1939
2141;С. Т. Григорьев. Александр Суворов (1939) ;1939
2142;М. М. Зощенко. Лёля и Минька (1939) ;1939
2143;П. Н. Краснов. Ложь (1938-1939) ;1938
2144;П. Н. Краснов. Ложь (1938-1939) ;1938
2145;Л. Овалов (Л. С. Шаповалов). Рассказы майора Пронина (1939) ;1939
2146;В. Я. Шишков. Емельян Пугачев. Книга первая. Ч. 1-2 (1934-1939) ;1934
2147;В. Я. Шишков. Емельян Пугачев. Книга первая. Ч. 1-2 (1934-1939) ;1934
2148;В. Я. Шишков. Емельян Пугачев. Книга первая. Ч. 1-2 (1934-1939) ;1934
2149;В. Я. Шишков. Емельян Пугачев. Книга первая. Ч. 1-2 (1934-1939) ;1934
2150;В. Я. Шишков. Емельян Пугачев. Книга первая. Ч. 1-2 (1934-1939) ;1934
2151;В. Я. Шишков. Емельян Пугачев. Книга первая. Ч. 1-2 (1934-1939) ;1934
2152;В. Я. Шишков. Емельян Пугачев. Книга первая. Ч. 1-2 (1934-1939) ;1934
2153;В. Я. Шишков. Емельян Пугачев. Книга первая. Ч. 1-2 (1934-1939) ;1934
2154;В. Я. Шишков. Емельян Пугачев. Книга первая. Ч. 1-2 (1934-1939) ;1934
2155;В. Я. Шишков. Емельян Пугачев. Книга первая. Ч. 1-2 (1934-1939) ;1934
2156;В. Я. Шишков. Емельян Пугачев. Книга первая. Ч. 3 (1934-1939) ;1934
2157;В. Я. Шишков. Емельян Пугачев. Книга первая. Ч. 3 (1934-1939) ;1934
2158;И. Э. Бабель. Элья Исаакович и Маргарита Прокофьевна (1935-1938) ;1935
2159;А. И. Батюто. Дневник (1938) ;1938
2160;А. П. Гайдар. Судьба барабанщика (1938) ;1938
2161;С. Т. Григорьев. Живая вода (1938) ;1938
2162;В. К. Кетлинская. Мужество (1934-1938) ;1934
2163;В. К. Кетлинская. Мужество (1934-1938) ;1934
2164;В. К. Кетлинская. Мужество (1934-1938) ;1934
2165;В. К. Кетлинская. Мужество (1934-1938) ;1934
2166;В. К. Кетлинская. Мужество (1934-1938) ;1934
2167;В. К. Кетлинская. Мужество (1934-1938) ;1934
